weeks_included,model,team_name,model_name,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name,eval_date
All,Unweighted mean,EuroCOVIDhub,mean,Cases,2,LV,1,1.18,0.71,1,-0.36,7,1,Latvia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,2,LV,1.05,1.15,0.57,1,-0.43,7,1,Latvia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,3,LV,1.31,1.33,0.67,1,-0.43,6,1,Latvia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,3,LV,1.44,1.4,0.67,1,-0.48,6,1,Latvia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,4,LV,1.67,1.49,0.6,1,-0.48,5,1,Latvia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,4,LV,1.75,1.53,0.6,1,-0.48,5,1,Latvia,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Deaths,1,LV,1.76,1.15,0.5,1,0.03,4,1,Latvia,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Deaths,1,LV,1.56,1.03,0.5,1,0,4,1,Latvia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,1,LV,1.04,1.04,0.75,1,0,8,1,Latvia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,1,LV,1.07,1.03,0.75,1,0.05,8,1,Latvia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,2,LV,0.72,0.79,0.57,1,-0.06,7,1,Latvia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,2,LV,0.77,0.74,0.57,1,-0.09,7,1,Latvia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,3,LV,0.71,0.73,0.67,1,-0.18,6,1,Latvia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,3,LV,0.63,0.71,0.5,1,-0.22,6,1,Latvia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,4,LV,0.84,0.97,0.8,1,-0.36,5,1,Latvia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,4,LV,0.95,1,0.8,1,-0.32,5,1,Latvia,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Cases,1,MT,0.3,1.07,0.75,1,0.17,4,1,Malta,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Cases,1,MT,0.37,1.07,0.75,1,0.1,4,1,Malta,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,1,MT,1.11,0.89,0.5,0.88,0.45,8,1,Malta,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,1,MT,0.96,0.79,0.5,0.88,0.31,8,1,Malta,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,2,MT,1.2,1,0.43,0.71,0.6,7,1,Malta,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,2,MT,1.02,0.89,0.29,0.71,0.51,7,1,Malta,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,3,MT,1.18,1.06,0.5,0.5,0.58,6,1,Malta,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,3,MT,0.97,0.93,0.5,0.5,0.5,6,1,Malta,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,4,MT,1.22,1.09,0.2,0.4,0.68,5,1,Malta,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,4,MT,0.97,0.94,0.4,0.4,0.64,5,1,Malta,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Deaths,1,MT,0.86,0.95,0.75,1,0.38,4,1,Malta,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Deaths,1,MT,0.95,0.95,0.75,0.75,0.32,4,1,Malta,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,1,MT,1.05,0.97,0.62,1,0.26,8,1,Malta,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,1,MT,1.11,0.93,0.75,1,0.25,8,1,Malta,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,2,MT,0.97,0.96,0.71,0.86,0.46,7,1,Malta,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,2,MT,0.99,0.96,0.71,1,0.39,7,1,Malta,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,3,MT,1.14,1.07,0.33,0.83,0.67,6,1,Malta,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,3,MT,1.17,1.04,0.33,0.83,0.58,6,1,Malta,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,4,MT,1.03,1.09,0,0.8,0.84,5,1,Malta,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,4,MT,0.94,0.94,0.2,0.8,0.76,5,1,Malta,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Cases,1,NL,0.99,0.83,0.5,1,0.08,4,1,Netherlands,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Cases,1,NL,1.14,0.93,0.5,1,0.07,4,1,Netherlands,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,1,NL,0.9,0.87,0.5,1,0.05,8,1,Netherlands,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,1,NL,0.99,0.99,0.5,1,-0.01,8,1,Netherlands,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,2,NL,1.23,1.17,0.29,1,0.06,7,1,Netherlands,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,2,NL,1.26,1.19,0.29,1,0.06,7,1,Netherlands,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,3,NL,1.51,1.51,0.5,1,0.08,6,1,Netherlands,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,3,NL,1.36,1.45,0.5,0.83,0.07,6,1,Netherlands,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,4,NL,1.77,1.83,0.4,1,0.28,5,1,Netherlands,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,4,NL,1.75,1.7,0.4,1,0.24,5,1,Netherlands,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Deaths,1,NL,0.56,0.61,1,1,0.12,4,1,Netherlands,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Deaths,1,NL,0.56,0.51,1,1,0.07,4,1,Netherlands,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,1,NL,2.15,1.37,0.62,1,0.54,8,1,Netherlands,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,1,NL,1.92,1.23,0.75,1,0.4,8,1,Netherlands,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,2,NL,1.7,1.17,0.14,1,0.64,7,1,Netherlands,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,2,NL,1.64,1.14,0.43,1,0.51,7,1,Netherlands,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,3,NL,1.63,1.25,0.17,1,0.7,6,1,Netherlands,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,3,NL,1.52,1.21,0.33,1,0.6,6,1,Netherlands,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,4,NL,1.67,1.44,0,1,0.78,5,1,Netherlands,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,4,NL,1.53,1.37,0.2,1,0.74,5,1,Netherlands,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Cases,1,NO,0.28,0.77,1,1,0.15,4,1,Norway,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Cases,1,NO,0.19,0.53,1,1,0.2,4,1,Norway,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,1,NO,0.88,0.75,0.62,1,0.21,8,1,Norway,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,1,NO,0.84,0.63,0.62,1,0.2,8,1,Norway,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,2,NO,1.23,1.08,0.43,1,0.4,7,1,Norway,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,2,NO,1.07,1.03,0.43,1,0.43,7,1,Norway,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,3,NO,1.94,1.66,0.17,1,0.65,6,1,Norway,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,3,NO,1.61,1.4,0.17,1,0.65,6,1,Norway,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,4,NO,2.77,2.6,0.2,1,0.72,5,1,Norway,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,4,NO,2.05,1.96,0.2,1,0.7,5,1,Norway,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Deaths,1,NO,0.93,1.04,0.5,1,-0.5,4,1,Norway,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Deaths,1,NO,1.39,1.14,0.5,0.75,-0.52,4,1,Norway,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,1,NO,0.9,0.94,0.75,1,-0.12,8,1,Norway,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,1,NO,1.16,0.99,0.62,1,-0.19,8,1,Norway,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,2,NO,0.89,1,0.71,1,-0.19,7,1,Norway,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,2,NO,0.9,1,0.57,1,-0.29,7,1,Norway,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,3,NO,0.7,0.9,1,1,-0.17,6,1,Norway,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,3,NO,1,1,0.5,1,-0.25,6,1,Norway,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,4,NO,0.62,0.9,0.8,1,-0.2,5,1,Norway,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,4,NO,0.82,0.83,0.8,1,-0.34,5,1,Norway,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Cases,1,PL,0.73,0.53,0.25,0.75,0.68,4,1,Poland,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Cases,1,PL,0.73,0.5,0.25,0.75,0.65,4,1,Poland,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,1,PL,0.69,0.64,0.5,0.88,0.32,8,1,Poland,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,1,PL,0.65,0.56,0.5,0.88,0.38,8,1,Poland,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,2,PL,0.87,0.72,0.29,0.57,0.47,7,1,Poland,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,2,PL,0.86,0.71,0.14,0.71,0.5,7,1,Poland,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,3,PL,1.19,1.03,0.17,0.33,0.55,6,1,Poland,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,3,PL,1.17,1.01,0.17,0.5,0.52,6,1,Poland,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,4,PL,1.73,1.51,0.2,0.4,0.66,5,1,Poland,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,4,PL,1.54,1.35,0,0.4,0.6,5,1,Poland,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Deaths,1,PL,0.34,0.45,1,1,0.12,4,1,Poland,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Deaths,1,PL,0.35,0.42,1,1,0.05,4,1,Poland,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,1,PL,0.34,0.48,0.88,1,-0.1,8,1,Poland,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,1,PL,0.32,0.51,0.88,1,-0.16,8,1,Poland,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,2,PL,0.24,0.42,1,1,0.17,7,1,Poland,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,2,PL,0.31,0.42,1,1,-0.03,7,1,Poland,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,3,PL,0.37,0.43,1,1,0.2,6,1,Poland,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,3,PL,0.44,0.44,0.83,1,0.08,6,1,Poland,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,4,PL,0.61,0.58,0.6,1,0.3,5,1,Poland,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,4,PL,0.57,0.58,0.6,1,0.1,5,1,Poland,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Cases,1,PT,1.09,0.72,0.75,1,0.02,4,1,Portugal,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Cases,1,PT,1.15,0.76,0.5,1,0.07,4,1,Portugal,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,1,PT,0.95,0.76,0.75,1,-0.1,8,1,Portugal,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,1,PT,1.01,0.74,0.62,1,-0.1,8,1,Portugal,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,2,PT,1.16,0.6,0.43,1,-0.2,7,1,Portugal,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,2,PT,1.1,0.56,0.43,1,-0.24,7,1,Portugal,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,3,PT,1.59,0.72,0.33,1,-0.33,6,1,Portugal,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,3,PT,1.41,0.56,0.33,1,-0.37,6,1,Portugal,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,4,PT,1.92,0.55,0.4,1,-0.52,5,1,Portugal,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,4,PT,2.09,0.49,0.4,1,-0.56,5,1,Portugal,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Deaths,1,PT,0.35,0.48,0.5,1,0.5,4,1,Portugal,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Deaths,1,PT,0.39,0.44,0.5,1,0.52,4,1,Portugal,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,1,PT,0.27,0.58,0.75,1,0.32,8,1,Portugal,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,1,PT,0.25,0.57,0.62,0.88,0.45,8,1,Portugal,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,2,PT,0.21,0.24,0.71,1,0.39,7,1,Portugal,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,2,PT,0.23,0.27,0.43,1,0.49,7,1,Portugal,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,3,PT,0.17,0.2,0.67,1,0.35,6,1,Portugal,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,3,PT,0.19,0.2,0.67,1,0.48,6,1,Portugal,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,4,PT,0.1,0.16,0.8,1,0.28,5,1,Portugal,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,4,PT,0.07,0.11,0.8,1,0.32,5,1,Portugal,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Cases,1,RO,0.61,0.45,0.5,1,0.62,4,1,Romania,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Cases,1,RO,0.53,0.39,0.5,1,0.55,4,1,Romania,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,1,RO,0.61,0.51,0.62,1,0.44,8,1,Romania,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,1,RO,0.65,0.49,0.62,1,0.36,8,1,Romania,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,2,RO,0.83,0.73,0.29,1,0.57,7,1,Romania,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,2,RO,0.85,0.73,0.29,1,0.54,7,1,Romania,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,3,RO,1.12,1.04,0.33,0.67,0.68,6,1,Romania,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,3,RO,1.17,1.03,0.33,0.67,0.68,6,1,Romania,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,4,RO,1.66,1.58,0.2,0.4,0.78,5,1,Romania,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,4,RO,1.69,1.5,0.2,0.4,0.76,5,1,Romania,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Deaths,1,RO,0.77,0.61,0.5,1,-0.12,4,1,Romania,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Deaths,1,RO,0.93,0.72,0.5,0.75,-0.1,4,1,Romania,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,1,RO,0.68,0.75,0.75,1,-0.29,8,1,Romania,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,1,RO,0.71,0.82,0.75,0.88,-0.31,8,1,Romania,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,2,RO,0.56,0.54,0.71,1,-0.39,7,1,Romania,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,2,RO,0.71,0.67,0.43,1,-0.5,7,1,Romania,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,3,RO,0.4,0.39,0.67,1,-0.27,6,1,Romania,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,3,RO,0.49,0.43,0.67,1,-0.35,6,1,Romania,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,4,RO,0.35,0.38,1,1,-0.06,5,1,Romania,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,4,RO,0.41,0.39,0.8,1,-0.12,5,1,Romania,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Cases,1,SE,0.89,0.93,0.75,1,-0.07,4,1,Sweden,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Cases,1,SE,1.02,0.91,0.75,1,0.03,4,1,Sweden,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,1,SE,1.09,1.33,0.88,1,-0.1,8,1,Sweden,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,1,SE,1.08,1.09,0.88,1,-0.11,8,1,Sweden,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,2,SE,0.92,1.08,0.86,1,-0.17,7,1,Sweden,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,2,SE,1.03,1,0.86,1,-0.14,7,1,Sweden,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,3,SE,0.93,1.09,0.83,1,-0.25,6,1,Sweden,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,3,SE,0.9,1.03,0.83,1,-0.25,6,1,Sweden,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,4,SE,1.19,1.23,0.8,1,-0.28,5,1,Sweden,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,4,SE,1.08,1.17,0.8,1,-0.28,5,1,Sweden,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Deaths,1,SE,1.08,0.89,0.5,1,0,4,1,Sweden,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Deaths,1,SE,1.18,0.93,0.5,1,-0.08,4,1,Sweden,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,1,SE,0.9,1.06,0.62,1,0.32,8,1,Sweden,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,1,SE,0.86,0.93,0.88,1,0.16,8,1,Sweden,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,2,SE,1.05,0.86,0.71,1,0.24,7,1,Sweden,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,2,SE,1.12,0.73,1,1,0.2,7,1,Sweden,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,3,SE,1.07,0.79,1,1,0.07,6,1,Sweden,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,3,SE,0.98,0.57,1,1,0.05,6,1,Sweden,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,4,SE,0.85,0.77,1,1,0.04,5,1,Sweden,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,4,SE,1.05,0.64,0.6,1,0.02,5,1,Sweden,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Cases,1,SI,1.14,1.06,0.75,1,0.28,4,1,Slovenia,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Cases,1,SI,1.24,1.14,0.75,1,0.4,4,1,Slovenia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,1,SI,0.95,1.03,0.75,1,-0.01,8,1,Slovenia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,1,SI,0.94,1.07,0.62,1,0.01,8,1,Slovenia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,2,SI,1.31,1.17,0.43,1,-0.01,7,1,Slovenia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,2,SI,1.39,1.2,0.43,1,0,7,1,Slovenia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,3,SI,1.49,1.4,0.17,1,0.1,6,1,Slovenia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,3,SI,1.51,1.39,0.17,1,0.1,6,1,Slovenia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Cases,4,SI,1.84,1.7,0.2,1,0.08,5,1,Slovenia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Cases,4,SI,1.76,1.65,0.2,1,0.08,5,1,Slovenia,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Deaths,1,SI,1.28,0.99,0.75,1,-0.05,4,1,Slovenia,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Deaths,1,SI,1.24,0.9,0.75,1,-0.07,4,1,Slovenia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,1,SI,1.15,1.13,0.5,1,-0.09,8,1,Slovenia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,1,SI,0.95,1.03,0.38,1,-0.14,8,1,Slovenia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,2,SI,1.15,0.91,0.57,1,-0.09,7,1,Slovenia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,2,SI,1.15,0.87,0.43,1,-0.19,7,1,Slovenia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,3,SI,1.25,0.86,0.83,1,-0.13,6,1,Slovenia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,3,SI,1.38,1,0.5,0.83,-0.12,6,1,Slovenia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,4,SI,2.95,0.84,0.6,1,-0.24,5,1,Slovenia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,4,SI,3.51,1.04,0.6,1,-0.26,5,1,Slovenia,2021-05-03
All,Weighted mean,EuroCOVIDhub,All_relative_skill_weighted_mean,Deaths,1,SK,1.01,0.8,0.25,1,0.02,4,1,Slovakia,2021-05-03
All,Weighted median,EuroCOVIDhub,All_relative_skill_weighted_median,Deaths,1,SK,0.87,0.81,0.25,1,0.12,4,1,Slovakia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,1,SK,1.02,0.83,0.25,1,0.02,8,1,Slovakia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,1,SK,1.03,0.84,0.38,1,0.05,8,1,Slovakia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,2,SK,1.04,0.85,0.29,0.86,0.04,7,1,Slovakia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,2,SK,1.06,0.86,0.29,0.86,0.01,7,1,Slovakia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,3,SK,1.09,0.89,0,1,-0.02,6,1,Slovakia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,3,SK,1.1,0.89,0.33,1,-0.02,6,1,Slovakia,2021-05-03
All,Unweighted mean,EuroCOVIDhub,mean,Deaths,4,SK,0.99,0.84,0.4,1,-0.14,5,1,Slovakia,2021-05-03
All,Unweighted median,EuroCOVIDhub,median,Deaths,4,SK,1.09,0.9,0.4,1,-0.14,5,1,Slovakia,2021-05-03
